Variable	R2	Outlier_set	Run	Dataset
BIO6	0.542596765088973	OL_400	5	Mahony2020_Pinus
BIO6	0.542846311752461	OL_300	5	Schweizer_Wolves
BIO6	0.543197254574264	OL_200	4	Schweizer_Wolves
BIO6	0.5501620470777	OL_200	3	Schweizer_Wolves
BIO6	0.567303070283801	OL_100	4	Schweizer_Wolves
BIO6	0.570961683449069	OL_100	5	Schweizer_Wolves
BIO6	0.571958113045915	OL_100	3	Schweizer_Wolves
BIO6	0.580631585696074	OL_100	2	Schweizer_Wolves
BIO6	0.586608911156219	OL_100	1	Schweizer_Wolves
BIO6	0.642981798888438	PCcor_OL_300	4	Layton2021Charr
BIO6	0.64465611584024	PCcor_OL_300	3	Layton2021Charr
BIO6	0.649693152775699	PCcor_OL_200	3	Layton2021Charr
BIO6	0.652139437346498	PCcor_OL_300	1	Layton2021Charr
BIO6	0.652673348841712	PCcor_OL_200	4	Layton2021Charr
BIO6	0.653468189376446	PCcor_OL_200	1	Layton2021Charr
BIO6	0.653758010757188	PCcor_OL_300	5	Layton2021Charr
BIO6	0.654634279260099	PCcor_OL_200	2	Layton2021Charr
BIO6	0.657134944515669	PCcor_OL_300	2	Layton2021Charr
BIO6	0.658613005005859	PCcor_OL_200	5	Layton2021Charr
BIO6	0.686199309762098	PCcor_OL_100	5	Layton2021Charr
BIO6	0.689458723627776	PCcor_OL_100	2	Layton2021Charr
BIO6	0.689681884887477	PCcor_OL_100	1	Layton2021Charr
BIO6	0.69205609264392	PCcor_OL_100	3	Layton2021Charr
BIO6	0.699227369032701	PCcor_OL_100	4	Layton2021Charr
BIO6	0.72662289436288	OL_100	4	Layton2021Charr
BIO6	0.728546898180314	OL_100	2	Layton2021Charr
BIO6	0.730483973405771	OL_100	1	Layton2021Charr
BIO6	0.730600454452142	OL_100	5	Layton2021Charr
BIO6	0.730852840583987	OL_100	3	Layton2021Charr
BIO6	0.750267093083546	OL_200	2	Layton2021Charr
BIO6	0.750285755396166	PCcor_OL_200	2	AtlanticSalmon
BIO6	0.750996438444312	OL_200	5	Layton2021Charr
BIO6	0.75113676842663	OL_300	4	Layton2021Charr
BIO6	0.751734945611085	OL_200	3	Layton2021Charr
BIO6	0.752420724894046	OL_200	1	Layton2021Charr
BIO6	0.75294890280611	OL_200	4	Layton2021Charr
BIO6	0.753409213746553	PCcor_OL_200	5	AtlanticSalmon
BIO6	0.754853707821655	PCcor_OL_200	1	AtlanticSalmon
BIO6	0.754966865109242	OL_300	2	Layton2021Charr
BIO6	0.755071811669336	OL_300	5	Layton2021Charr
BIO6	0.755362481777748	PCcor_OL_200	3	AtlanticSalmon
BIO6	0.755496016984367	OL_300	3	Layton2021Charr
BIO6	0.755838338070425	PCcor_OL_100	1	AtlanticSalmon
BIO6	0.756798889748483	PCcor_OL_100	4	AtlanticSalmon
BIO6	0.756988026149606	OL_300	1	Layton2021Charr
BIO6	0.757142178168696	PCcor_OL_100	3	AtlanticSalmon
BIO6	0.758202152098716	PCcor_OL_100	5	AtlanticSalmon
BIO6	0.758838610627515	PCcor_OL_100	2	AtlanticSalmon
BIO6	0.760677954541457	PCcor_OL_200	4	AtlanticSalmon
BIO6	0.761541062110356	PCcor_OL_300	3	AtlanticSalmon
BIO6	0.76484886165181	PCcor_OL_300	2	AtlanticSalmon
BIO6	0.765074503659371	PCcor_OL_300	1	AtlanticSalmon
BIO6	0.765083453152727	OL_500	4	Layton2021Charr
BIO6	0.765348558121163	PCcor_OL_300	5	AtlanticSalmon
BIO6	0.765627782140165	PCcor_OL_200	4	CohoSalmon
BIO6	0.765642540306978	PCcor_OL_200	3	CohoSalmon
BIO6	0.765727177121281	PCcor_OL_300	4	AtlanticSalmon
BIO6	0.766190312926849	PCcor_OL_200	2	CohoSalmon
BIO6	0.766608591709519	PCcor_OL_100	3	CohoSalmon
BIO6	0.76661376924721	PCcor_OL_200	1	CohoSalmon
BIO6	0.766987519303066	PCcor_OL_100	2	CohoSalmon
BIO6	0.767065115577923	OL_500	3	Layton2021Charr
BIO6	0.767728011679724	PCcor_OL_200	5	CohoSalmon
BIO6	0.768261733392265	PCcor_OL_100	4	CohoSalmon
BIO6	0.768626747303708	PCcor_OL_100	5	CohoSalmon
BIO6	0.768860709877042	OL_400	3	Layton2021Charr
BIO6	0.769144173292038	PCcor_OL_400	4	AtlanticSalmon
BIO6	0.769185534204907	OL_400	1	Layton2021Charr
BIO6	0.769593214185394	PCcor_OL_100	1	CohoSalmon
BIO6	0.76974674796783	PCcor_OL_500	3	AtlanticSalmon
BIO6	0.76979332591689	PCcor_OL_400	1	AtlanticSalmon
BIO6	0.770099790659658	PCcor_OL_300	1	CohoSalmon
BIO6	0.770330669163848	PCcor_OL_400	2	AtlanticSalmon
BIO6	0.770351703456357	PCcor_OL_300	2	CohoSalmon
BIO6	0.770354118154292	PCcor_OL_400	5	AtlanticSalmon
BIO6	0.770686339107996	PCcor_OL_500	5	AtlanticSalmon
BIO6	0.770716253740177	PCcor_OL_300	4	CohoSalmon
BIO6	0.771020205558353	OL_500	2	Layton2021Charr
BIO6	0.771348727448696	PCcor_OL_400	3	AtlanticSalmon
BIO6	0.771584009022707	OL_500	1	Layton2021Charr
BIO6	0.77219890804889	PCcor_OL_300	5	CohoSalmon
BIO6	0.772815355030332	PCcor_OL_500	1	AtlanticSalmon
BIO6	0.772880910257523	PCcor_OL_300	3	CohoSalmon
BIO6	0.772995411769726	OL_400	5	Layton2021Charr
BIO6	0.773439626495429	OL_500	5	Layton2021Charr
BIO6	0.774609051153385	OL_400	4	Layton2021Charr
BIO6	0.774628510039985	PCcor_OL_500	4	AtlanticSalmon
BIO6	0.776140975681198	PCcor_OL_500	2	AtlanticSalmon
BIO6	0.77654889186601	OL_400	2	Layton2021Charr
BIO6	0.777419229940617	PCcor_OL_400	2	CohoSalmon
BIO6	0.777490048230164	OL_100	3	CohoSalmon
BIO6	0.777589867748553	OL_100	1	CohoSalmon
BIO6	0.777905716980564	PCcor_OL_400	3	CohoSalmon
BIO6	0.777968799568349	OL_100	2	CohoSalmon
BIO6	0.778043328138725	PCcor_OL_400	4	CohoSalmon
BIO6	0.778478381176441	PCcor_OL_400	1	CohoSalmon
BIO6	0.77902079615263	PCcor_OL_400	5	CohoSalmon
BIO6	0.779268173706469	OL_100	5	CohoSalmon
BIO6	0.779504417857863	OL_100	4	CohoSalmon
BIO6	0.784993977670758	PCcor_OL_500	4	CohoSalmon
BIO6	0.785312425896858	PCcor_OL_500	5	CohoSalmon
BIO6	0.78541865666302	PCcor_OL_500	3	CohoSalmon
BIO6	0.785648347609663	PCcor_OL_500	2	CohoSalmon
BIO6	0.785789043860156	PCcor_OL_500	1	CohoSalmon
BIO6	0.807162698036472	OL_100	3	AtlanticSalmon
BIO6	0.807358058298494	OL_100	5	AtlanticSalmon
BIO6	0.810663456022339	OL_100	4	AtlanticSalmon
BIO6	0.811806552700862	OL_100	1	AtlanticSalmon
BIO6	0.812209376542281	OL_100	2	AtlanticSalmon
BIO6	0.815735171129564	OL_200	3	CohoSalmon
BIO6	0.815827250844913	OL_200	4	CohoSalmon
BIO6	0.816889696642604	OL_200	1	CohoSalmon
BIO6	0.816916398188697	OL_200	2	CohoSalmon
BIO6	0.817516277131085	OL_200	5	CohoSalmon
BIO6	0.818443827341357	OL_300	4	CohoSalmon
BIO6	0.81847670025295	OL_400	5	CohoSalmon
BIO6	0.818951287674014	OL_400	4	CohoSalmon
BIO6	0.819436818646	OL_400	1	CohoSalmon
BIO6	0.820038328526715	OL_500	5	CohoSalmon
BIO6	0.820449997167173	OL_300	5	CohoSalmon
BIO6	0.820673577160822	OL_400	3	CohoSalmon
BIO6	0.820977374714048	OL_400	2	CohoSalmon
BIO6	0.821164925909782	OL_300	1	CohoSalmon
BIO6	0.821341661611785	OL_300	3	CohoSalmon
BIO6	0.821381184863763	OL_300	2	CohoSalmon
BIO6	0.821912025144532	OL_200	3	AtlanticSalmon
BIO6	0.821959753702119	OL_500	4	CohoSalmon
BIO6	0.822037213561352	OL_500	1	CohoSalmon
BIO6	0.822284443456086	OL_500	2	CohoSalmon
BIO6	0.82305159552506	OL_500	3	CohoSalmon
BIO6	0.823421497200599	OL_200	2	AtlanticSalmon
BIO6	0.825059098176442	OL_200	5	AtlanticSalmon
BIO6	0.826177453204069	OL_200	1	AtlanticSalmon
BIO6	0.827711935606547	OL_300	4	AtlanticSalmon
BIO6	0.828345690476401	OL_300	3	AtlanticSalmon
BIO6	0.828704085222409	OL_300	5	AtlanticSalmon
BIO6	0.828844431488635	OL_300	2	AtlanticSalmon
BIO6	0.829105901505493	OL_300	1	AtlanticSalmon
BIO6	0.829591803895724	OL_200	4	AtlanticSalmon
BIO6	0.839069917509835	OL_400	5	AtlanticSalmon
BIO6	0.839071714037881	OL_400	4	AtlanticSalmon
BIO6	0.839211253457478	OL_400	2	AtlanticSalmon
BIO6	0.83942947427028	OL_400	3	AtlanticSalmon
BIO6	0.839497779029079	OL_400	1	AtlanticSalmon
BIO6	0.848447936086265	OL_500	4	AtlanticSalmon
BIO6	0.848475382192334	OL_500	2	AtlanticSalmon
BIO6	0.848479309502051	OL_500	5	AtlanticSalmon
BIO6	0.849419504744901	OL_500	3	AtlanticSalmon
BIO6	0.852433014056716	OL_500	1	AtlanticSalmon
BIO7	0.152875798307053	PCcor_OL_100	5	Schweizer_Wolves
BIO7	0.167347477679916	PCcor_OL_100	3	Schweizer_Wolves
BIO7	0.175983502227533	PCcor_OL_100	1	Schweizer_Wolves
BIO7	0.180269357297137	PCcor_OL_100	4	Schweizer_Wolves
BIO7	0.18517866894482	PCcor_OL_100	2	Schweizer_Wolves
BIO7	0.255479866861475	OL_100	3	Layton2021Charr
BIO7	0.259225348779004	OL_100	1	Layton2021Charr
BIO7	0.259651564871599	OL_100	5	Layton2021Charr
BIO7	0.261855286457523	OL_100	2	Layton2021Charr
BIO7	0.262791010710048	OL_100	4	Layton2021Charr
BIO7	0.282003886561043	PCcor_OL_500	1	Schweizer_Wolves
BIO7	0.286643126031392	PCcor_OL_400	2	Schweizer_Wolves
BIO7	0.290210895202559	PCcor_OL_400	5	Schweizer_Wolves
BIO7	0.292191053782642	PCcor_OL_500	3	Schweizer_Wolves
BIO7	0.303124448816082	PCcor_OL_400	1	Schweizer_Wolves
BIO7	0.304293334944141	PCcor_OL_500	5	Schweizer_Wolves
BIO7	0.304708503998232	PCcor_OL_500	4	Schweizer_Wolves
BIO7	0.314624355749536	OL_300	1	Schweizer_Wolves
BIO7	0.32067723314375	PCcor_OL_400	4	Schweizer_Wolves
BIO7	0.324734968287274	PCcor_OL_500	2	Schweizer_Wolves
BIO7	0.327037281200116	OL_300	2	Schweizer_Wolves
BIO7	0.332700693401694	OL_300	3	Schweizer_Wolves
BIO7	0.333722785043861	PCcor_OL_400	3	Schweizer_Wolves
BIO7	0.334596037951867	OL_500	4	Schweizer_Wolves
BIO7	0.33796800785096	OL_100	4	Schweizer_Wolves
BIO7	0.338616059456499	OL_500	5	Schweizer_Wolves
BIO7	0.341126693720929	PCcor_OL_300	2	Schweizer_Wolves
BIO7	0.343821646718278	OL_300	5	Schweizer_Wolves
BIO7	0.348259310111525	OL_200	2	Schweizer_Wolves
BIO7	0.348496017405206	OL_200	1	Schweizer_Wolves
BIO7	0.349518333548586	OL_200	5	Schweizer_Wolves
BIO7	0.350501859797402	OL_100	1	Schweizer_Wolves
BIO7	0.350727205038095	OL_300	4	Schweizer_Wolves
BIO7	0.351253281982467	OL_200	3	Schweizer_Wolves
BIO7	0.352271529546336	OL_500	3	Schweizer_Wolves
BIO7	0.352926088000594	OL_200	4	Schweizer_Wolves
BIO7	0.356913731905787	OL_100	3	Schweizer_Wolves
BIO7	0.358437925000722	OL_100	2	Schweizer_Wolves
BIO7	0.358643886179094	OL_100	5	Schweizer_Wolves
BIO7	0.359020271824007	PCcor_OL_100	2	Layton2021Charr
BIO7	0.35992694837974	PCcor_OL_100	5	Layton2021Charr
BIO7	0.361503500072347	PCcor_OL_100	3	Layton2021Charr
BIO7	0.362106562367821	PCcor_OL_100	1	Layton2021Charr
BIO7	0.365503548236785	PCcor_OL_300	4	Schweizer_Wolves
BIO7	0.365543670523078	OL_400	1	Schweizer_Wolves
BIO7	0.366509195164911	PCcor_OL_300	1	Schweizer_Wolves
BIO7	0.367353241473397	OL_400	5	Schweizer_Wolves
BIO7	0.367486194413344	OL_400	3	Schweizer_Wolves
BIO7	0.368403098457483	OL_500	1	Schweizer_Wolves
BIO7	0.368535386369161	PCcor_OL_100	4	Layton2021Charr
BIO7	0.369542416533937	OL_400	4	Schweizer_Wolves
BIO7	0.372149747860806	OL_500	2	Schweizer_Wolves
BIO7	0.37283133132974	OL_400	2	Schweizer_Wolves
BIO7	0.375881202374633	PCcor_OL_300	3	Schweizer_Wolves
BIO7	0.384619519690085	PCcor_OL_300	5	Schweizer_Wolves
BIO7	0.386002446303089	OL_200	5	Layton2021Charr
BIO7	0.3860164359889	OL_200	4	Layton2021Charr
BIO7	0.386202769036762	OL_200	2	Layton2021Charr
BIO7	0.394032323975859	OL_200	1	Layton2021Charr
BIO7	0.397540147434975	OL_200	3	Layton2021Charr
BIO7	0.399397509323625	OL_100	5	Mahony2020_Pinus
BIO7	0.399463247122335	OL_100	2	Mahony2020_Pinus
BIO7	0.400515186088797	OL_100	4	Mahony2020_Pinus
BIO7	0.400783403955242	PCcor_OL_200	1	Layton2021Charr
BIO7	0.401172932543575	OL_100	3	Mahony2020_Pinus
BIO7	0.40145151976703	OL_100	1	Mahony2020_Pinus
BIO7	0.406867910623412	PCcor_OL_200	5	Layton2021Charr
BIO7	0.408400108480893	PCcor_OL_200	3	Layton2021Charr
BIO7	0.40982310802097	PCcor_OL_400	4	Mahony2020_Pinus
BIO7	0.410315015612313	PCcor_OL_100	5	BlackSpruce
BIO7	0.410905644809147	PCcor_OL_500	2	BlackSpruce
BIO7	0.410913545953708	PCcor_OL_200	2	Layton2021Charr
BIO7	0.411330086262641	PCcor_OL_400	3	Mahony2020_Pinus
BIO7	0.411467872315031	OL_500	5	BlackSpruce
BIO7	0.412008100580616	PCcor_OL_400	2	Mahony2020_Pinus
BIO7	0.412787860561908	PCcor_OL_500	2	Mahony2020_Pinus
BIO7	0.412998652507016	PCcor_OL_400	1	Mahony2020_Pinus
BIO7	0.413174099664366	PCcor_OL_500	1	BlackSpruce
BIO7	0.413193152998648	PCcor_OL_100	3	BlackSpruce
BIO7	0.413659562078926	PCcor_OL_500	4	Mahony2020_Pinus
BIO7	0.414315158850611	PCcor_OL_100	2	BlackSpruce
BIO7	0.414560557838233	PCcor_OL_500	1	Mahony2020_Pinus
BIO7	0.415260143017275	OL_200	4	Mahony2020_Pinus
BIO7	0.415329686496214	PCcor_OL_500	3	Mahony2020_Pinus
BIO7	0.415397056680276	PCcor_OL_500	3	BlackSpruce
BIO7	0.416021460290337	PCcor_OL_500	5	Mahony2020_Pinus
BIO7	0.416244446356001	PCcor_OL_200	1	BlackSpruce
BIO7	0.416691514840844	PCcor_OL_200	4	BlackSpruce
BIO7	0.416944282458574	PCcor_OL_200	1	Mahony2020_Pinus
BIO7	0.417088960762292	PCcor_OL_200	2	BlackSpruce
BIO7	0.417328772167918	PCcor_OL_100	4	BlackSpruce
BIO7	0.417446398689425	PCcor_OL_100	1	BlackSpruce
BIO7	0.4175933834909	PCcor_OL_200	3	Mahony2020_Pinus
BIO7	0.418472107994331	OL_200	3	Mahony2020_Pinus
BIO7	0.418652347987174	PCcor_OL_200	4	Layton2021Charr
BIO7	0.41880553402133	PCcor_OL_300	1	Mahony2020_Pinus
BIO7	0.419228466593943	PCcor_OL_300	5	Mahony2020_Pinus
BIO7	0.419297247048639	OL_200	2	Mahony2020_Pinus
BIO7	0.419633763442218	PCcor_OL_400	3	BlackSpruce
BIO7	0.419732533256148	PCcor_OL_200	5	Mahony2020_Pinus
BIO7	0.42018851670665	OL_200	5	Mahony2020_Pinus
BIO7	0.420253928393205	PCcor_OL_300	4	Mahony2020_Pinus
BIO7	0.420412791741849	PCcor_OL_500	4	BlackSpruce
BIO7	0.42068019532708	PCcor_OL_400	5	Mahony2020_Pinus
BIO7	0.420764533281124	PCcor_OL_300	2	Mahony2020_Pinus
BIO7	0.42084951699761	OL_200	1	Mahony2020_Pinus
BIO7	0.420945165244144	PCcor_OL_200	5	BlackSpruce
BIO7	0.421199509493729	OL_300	1	Mahony2020_Pinus
BIO7	0.421958245401435	OL_500	2	BlackSpruce
BIO7	0.422016106479502	OL_300	5	Mahony2020_Pinus
BIO7	0.422049807062032	PCcor_OL_300	3	Mahony2020_Pinus
BIO7	0.422180620178327	OL_500	3	BlackSpruce
BIO7	0.422301656487151	PCcor_OL_200	2	Mahony2020_Pinus
BIO7	0.422451719392312	PCcor_OL_400	2	BlackSpruce
BIO7	0.422600312712168	PCcor_OL_200	3	BlackSpruce
BIO7	0.423215140231163	PCcor_OL_200	4	Mahony2020_Pinus
BIO7	0.424790953034715	PCcor_OL_400	5	BlackSpruce
BIO7	0.424792677830225	PCcor_OL_300	1	BlackSpruce
BIO7	0.424834367874204	PCcor_OL_400	1	BlackSpruce
BIO7	0.42515352779416	OL_300	3	Mahony2020_Pinus
BIO7	0.425912372623495	PCcor_OL_200	4	Schweizer_Wolves
BIO7	0.427406714391614	PCcor_OL_300	5	BlackSpruce
BIO7	0.427625243044485	OL_300	4	Mahony2020_Pinus
BIO7	0.428158353147263	OL_300	2	Mahony2020_Pinus
BIO7	0.428667061073499	PCcor_OL_300	3	BlackSpruce
BIO7	0.429669683525289	PCcor_OL_300	4	BlackSpruce
BIO7	0.430237576419657	PCcor_OL_200	3	Schweizer_Wolves
BIO7	0.431317063292312	PCcor_OL_500	5	BlackSpruce
BIO7	0.431810993442976	OL_500	1	BlackSpruce
BIO7	0.432004897596233	OL_300	5	BlackSpruce
BIO7	0.43220304717011	OL_300	5	Layton2021Charr
BIO7	0.432673118484685	PCcor_OL_300	2	BlackSpruce
BIO7	0.432976793340321	OL_500	4	BlackSpruce
BIO7	0.433654991925308	PCcor_OL_100	3	Mahony2020_Pinus
BIO7	0.433946026786846	PCcor_OL_400	4	BlackSpruce
BIO7	0.434446657319534	PCcor_OL_100	5	Mahony2020_Pinus
BIO7	0.434613162035288	OL_300	3	BlackSpruce
BIO7	0.43462538437318	PCcor_OL_200	5	Schweizer_Wolves
BIO7	0.435801150048	PCcor_OL_100	4	Mahony2020_Pinus
BIO7	0.436030061363562	PCcor_OL_100	2	Mahony2020_Pinus
BIO7	0.436187182232527	PCcor_OL_100	1	Mahony2020_Pinus
BIO7	0.437232154028711	OL_300	2	BlackSpruce
BIO7	0.438757684123191	OL_300	3	Layton2021Charr
BIO7	0.438851422826129	OL_500	2	Layton2021Charr
BIO7	0.439236162588992	OL_300	4	Layton2021Charr
BIO7	0.439741750274674	OL_300	4	BlackSpruce
BIO7	0.440261925139331	OL_400	5	BlackSpruce
BIO7	0.440283751145259	OL_400	4	BlackSpruce
BIO7	0.440801239551986	OL_500	1	Mahony2020_Pinus
BIO7	0.441692574312437	OL_300	1	BlackSpruce
BIO7	0.442157236207856	OL_400	2	BlackSpruce
BIO7	0.44219110692242	OL_300	1	Layton2021Charr
BIO7	0.442282811109169	OL_400	4	Mahony2020_Pinus
BIO7	0.444659212133503	OL_300	2	Layton2021Charr
BIO7	0.44466218942958	OL_200	2	BlackSpruce
BIO7	0.444668189685705	OL_500	4	Layton2021Charr
BIO7	0.44485694614857	OL_400	3	BlackSpruce
BIO7	0.445270895069188	OL_500	3	Layton2021Charr
BIO7	0.445760347375884	PCcor_OL_200	2	Schweizer_Wolves
BIO7	0.446047464681268	OL_500	5	Mahony2020_Pinus
BIO7	0.446047818221082	OL_400	5	Mahony2020_Pinus
BIO7	0.44651949242492	OL_500	2	Mahony2020_Pinus
BIO7	0.446662100965964	OL_500	3	Mahony2020_Pinus
BIO7	0.446717609197771	OL_400	3	Mahony2020_Pinus
BIO7	0.446906857463717	OL_400	1	Mahony2020_Pinus
BIO7	0.446977891299307	OL_400	2	Mahony2020_Pinus
BIO7	0.447106753867055	OL_400	1	BlackSpruce
BIO7	0.4476874636442	OL_200	4	BlackSpruce
BIO7	0.447761797043234	OL_500	1	Layton2021Charr
BIO7	0.447777659959221	OL_400	3	Layton2021Charr
BIO7	0.448042676303517	OL_500	4	Mahony2020_Pinus
BIO7	0.448799379336713	OL_400	1	Layton2021Charr
BIO7	0.449219826561544	OL_400	2	Layton2021Charr
BIO7	0.451137955036647	OL_500	5	Layton2021Charr
BIO7	0.452805988289962	PCcor_OL_200	1	Schweizer_Wolves
BIO7	0.453089536929794	OL_200	1	BlackSpruce
BIO7	0.453395860044272	OL_400	5	Layton2021Charr
BIO7	0.45381522726112	OL_200	5	BlackSpruce
BIO7	0.453829644518567	OL_400	4	Layton2021Charr
BIO7	0.454122480807376	OL_200	3	BlackSpruce
BIO7	0.471826954236432	OL_100	2	BlackSpruce
BIO7	0.474686566775234	OL_100	5	BlackSpruce
BIO7	0.474768875824885	OL_100	3	BlackSpruce
BIO7	0.475453459932013	PCcor_OL_300	5	Layton2021Charr
BIO7	0.478419444269044	OL_100	1	BlackSpruce
BIO7	0.479283442819183	PCcor_OL_300	4	Layton2021Charr
BIO7	0.486833554263337	PCcor_OL_300	3	Layton2021Charr
BIO7	0.487639353994544	PCcor_OL_300	1	Layton2021Charr
BIO7	0.488109213604419	OL_100	4	BlackSpruce
BIO7	0.489030293753984	PCcor_OL_300	2	Layton2021Charr
BIO7	0.697848323443824	PCcor_OL_200	2	AtlanticSalmon
BIO7	0.698267455695761	PCcor_OL_200	1	AtlanticSalmon
BIO7	0.699321017371528	PCcor_OL_200	5	AtlanticSalmon
BIO7	0.701474454475284	PCcor_OL_200	3	AtlanticSalmon
BIO7	0.703000873175321	PCcor_OL_200	4	AtlanticSalmon
BIO7	0.704105394081283	PCcor_OL_100	2	AtlanticSalmon
BIO7	0.705489170169884	PCcor_OL_100	3	AtlanticSalmon
BIO7	0.713254752967635	PCcor_OL_500	2	AtlanticSalmon
BIO7	0.714757661174666	PCcor_OL_100	4	AtlanticSalmon
BIO7	0.715160098817369	PCcor_OL_100	5	AtlanticSalmon
BIO7	0.715481083337661	PCcor_OL_100	1	AtlanticSalmon
BIO7	0.715572157898105	PCcor_OL_300	4	AtlanticSalmon
BIO7	0.717308064705343	PCcor_OL_300	3	AtlanticSalmon
BIO7	0.7174593286977	PCcor_OL_500	1	AtlanticSalmon
BIO7	0.717485928156972	PCcor_OL_500	5	AtlanticSalmon
BIO7	0.718198603470532	PCcor_OL_500	4	AtlanticSalmon
BIO7	0.718545198851279	PCcor_OL_400	4	AtlanticSalmon
BIO7	0.718620358864987	PCcor_OL_500	3	AtlanticSalmon
BIO7	0.718857746244218	PCcor_OL_300	1	AtlanticSalmon
BIO7	0.719791118633964	PCcor_OL_300	5	AtlanticSalmon
BIO7	0.719819849733072	PCcor_OL_400	2	AtlanticSalmon
BIO7	0.720262820004615	PCcor_OL_400	5	AtlanticSalmon
BIO7	0.720908779960328	PCcor_OL_300	2	AtlanticSalmon
BIO7	0.721103242963433	PCcor_OL_400	1	AtlanticSalmon
BIO7	0.725316459278794	PCcor_OL_400	3	AtlanticSalmon
BIO7	0.735016580957981	OL_100	3	AtlanticSalmon
BIO7	0.736508369844632	OL_100	4	AtlanticSalmon
BIO7	0.738145775326783	OL_100	2	AtlanticSalmon
BIO7	0.738301740888569	OL_100	1	AtlanticSalmon
BIO7	0.738418003595103	OL_100	5	AtlanticSalmon
BIO7	0.765944399696881	OL_300	4	AtlanticSalmon
BIO7	0.767804797088321	OL_300	1	AtlanticSalmon
BIO7	0.767908836912198	OL_300	5	AtlanticSalmon
BIO7	0.767910778602045	OL_200	4	AtlanticSalmon
BIO7	0.768988089906258	OL_200	3	AtlanticSalmon
BIO7	0.769343837890688	OL_300	2	AtlanticSalmon
BIO7	0.771170021268098	OL_200	2	AtlanticSalmon
BIO7	0.771523245878412	OL_200	1	AtlanticSalmon
BIO7	0.771930144637867	OL_300	3	AtlanticSalmon
BIO7	0.774205462199878	OL_200	5	AtlanticSalmon
BIO7	0.785625418627722	OL_400	5	AtlanticSalmon
BIO7	0.787053287261306	OL_400	1	AtlanticSalmon
BIO7	0.787076875405688	OL_400	3	AtlanticSalmon
BIO7	0.787160119207064	OL_400	2	AtlanticSalmon
BIO7	0.792174502324603	OL_400	4	AtlanticSalmon
BIO7	0.795682609221348	OL_500	3	AtlanticSalmon
BIO7	0.798629796279737	OL_500	4	AtlanticSalmon
BIO7	0.799026913400379	OL_500	2	AtlanticSalmon
BIO7	0.801447236114557	PCcor_OL_100	5	CohoSalmon
BIO7	0.801774030078276	OL_500	1	AtlanticSalmon
BIO7	0.802083536962833	OL_500	5	AtlanticSalmon
BIO7	0.803109437926059	PCcor_OL_100	1	CohoSalmon
BIO7	0.803184641426703	PCcor_OL_100	4	CohoSalmon
BIO7	0.803501374271862	PCcor_OL_100	3	CohoSalmon
BIO7	0.803508125707048	PCcor_OL_100	2	CohoSalmon
BIO7	0.804145018053133	OL_100	3	CohoSalmon
BIO7	0.804489723009073	OL_100	5	CohoSalmon
BIO7	0.805467228507451	OL_100	1	CohoSalmon
BIO7	0.805624184415409	PCcor_OL_200	3	CohoSalmon
BIO7	0.805996623417565	PCcor_OL_200	5	CohoSalmon
BIO7	0.806581599167418	OL_100	2	CohoSalmon
BIO7	0.806584423273316	PCcor_OL_200	1	CohoSalmon
BIO7	0.806741493260048	PCcor_OL_200	2	CohoSalmon
BIO7	0.806826656196543	OL_100	4	CohoSalmon
BIO7	0.807624319582158	PCcor_OL_200	4	CohoSalmon
BIO7	0.812794305759989	PCcor_OL_300	4	CohoSalmon
BIO7	0.815085232309258	PCcor_OL_300	3	CohoSalmon
BIO7	0.815331891910304	PCcor_OL_300	5	CohoSalmon
BIO7	0.815340805738585	PCcor_OL_300	2	CohoSalmon
BIO7	0.816054186355361	PCcor_OL_300	1	CohoSalmon
BIO7	0.817575483902226	PCcor_OL_400	5	CohoSalmon
BIO7	0.81860759321124	PCcor_OL_400	1	CohoSalmon
BIO7	0.818947470596501	PCcor_OL_400	4	CohoSalmon
BIO7	0.81912128734305	PCcor_OL_400	2	CohoSalmon
BIO7	0.819334052563737	PCcor_OL_400	3	CohoSalmon
BIO7	0.821406137675868	PCcor_OL_500	2	CohoSalmon
BIO7	0.822552483730215	PCcor_OL_500	3	CohoSalmon
BIO7	0.823046823808877	PCcor_OL_500	1	CohoSalmon
BIO7	0.823953506655107	PCcor_OL_500	5	CohoSalmon
BIO7	0.825136465933651	PCcor_OL_500	4	CohoSalmon
BIO7	0.848092906774699	OL_200	2	CohoSalmon
BIO7	0.848853606946926	OL_200	1	CohoSalmon
BIO7	0.849269536939002	OL_200	4	CohoSalmon
BIO7	0.84933277031419	OL_200	5	CohoSalmon
BIO7	0.849654059250914	OL_200	3	CohoSalmon
BIO7	0.85175817067667	OL_300	2	CohoSalmon
BIO7	0.853478042954102	OL_300	1	CohoSalmon
BIO7	0.853528673236115	OL_400	5	CohoSalmon
BIO7	0.853795168034714	OL_300	5	CohoSalmon
BIO7	0.853816676395828	OL_300	4	CohoSalmon
BIO7	0.853861162834151	OL_300	3	CohoSalmon
BIO7	0.854037643437343	OL_400	4	CohoSalmon
BIO7	0.854318469665961	OL_400	1	CohoSalmon
BIO7	0.854736935811434	OL_400	2	CohoSalmon
BIO7	0.855166985208627	OL_400	3	CohoSalmon
BIO7	0.856422916179369	OL_500	4	CohoSalmon
BIO7	0.85660936052841	OL_500	1	CohoSalmon
BIO7	0.856610113665894	OL_500	3	CohoSalmon
BIO7	0.856801616875384	OL_500	2	CohoSalmon
BIO7	0.856867681450428	OL_500	5	CohoSalmon
